"","id","text"
"42743_0.txt",11,"Hands down the dullest show MTV has ever pimped up out of its pimpy sleeves. Take a shoddy car, stuff a few superfluous accessories in it - such as advanced DVDs whose features you won't use at home let alone in a damn car - and then watch the vehicle's owner (always a moron) throw a hysterical fit of jubilation once he sees how over-the-top silly his car has become. You are now the proud owner of a car that is good enough for any gay-pride parade! Throw in a dumb rapper with an appropriately idiotic name, and a bunch of criminal-looking (hence ""cool"") pseudo-mechanics, and you've got yourself the ultimate television sleeping pill. I sometimes think the only way for me to wake up during an episode of PMR is if the car in question actually left the screen and smashed right into me.<br /><br />The only thing Xzibit exhibits is his profound talent for memorizing several lines at a time, a feat for which they probably had to cast dozens of braindead, barely successful rappers. His pitiful jokes do MTV justice, i.e. are on par with the expectations of the gooey substances that make up the brains of most MTV viewers. Maybe they should pimp Xzibit's teeth next time: there simply isn't enough gold and silver glittering in that damn mouth of his.<br /><br />The cars that are picked for dem-da-pimpin' are supposedly all owned by poor students and the like. So how is it a favour to those people to give them a car that will need ultra-security to prevent it from being stolen within the first two days? My advice to future PMC customers: sell the car IMMEDIATELY to some desperate nerdy fan of the show, and then buy a REAL car.<br /><br />As for using the word ""pimp"" as a verb and all that, well what's to say that is new? MTV loves to contribute its lion's share in the dumbing-down of the 21st-century populace. If that means glorifying rent-a-whore ""businessmen"" or raping the English language, even better.<br /><br />German MTV has managed to go one ""better"", however. ""Pimp Mein Fahrrad"" is about doing dull things to bicycles. What's next? Pimp My Girlfriend? (Actually, that would be interesting!) Pimp My Toilet Paper?"
"21810_0.txt",12,"I was obsessed with this movie when it came out. Firstly, I was the age of the characters and into that scene, that music, etc. Secondly, being from Melbourne, it was all very real. Also, Sam Sejavka, who the film is based on, came to my school in the mid-eighties and used some of my friends in a video-clip for his band, Beargarden. My sister's best friend, Deanna, played 'the girl' in the movie.<br /><br />So we went and saw the movie underaged and followed it with that cult-like devotion, for a while it seemed every afflicted night would end with us trying to or finding the house, etc etc. There was so much to the movie we could identify with. Much later I went and saw 3 or 4 plays that Sejavka had written or directed. On the whole they were brilliant, particularly 'In Angel Gear', and most had the same feel of Dogs In Space. Saskia Post was in one of them.<br /><br />This is probably no use to those who haven't seen it. But in concurrence with most who have written - it was so, so real."
"25737_0.txt",13,"I saw this film at the Milwaukee International Film Festival Oct. 2005. The director/writer warned us it was dark and that we could laugh. And that it was. The time just flew by while we watched the movie, which makes me feel like I didn't waste my time. Max has a lot of issues in this movie. He's a jerk. But somehow, at the end, you're OK with him being that way. I don't want to give away anything. There is nudity and there is a ton of swearing and touchy subject matters, this is not a movie for anyone who dislikes those things. I liked all the casting and the writing/plot was interesting. Didn't see the twist coming. I don't know if Milwaukee received a bad copy (is that even possible anymore?), but the film quality had a bit to be desired. Some bad sound areas and some weird stuff on the film itself, maybe that can be repaired once the film is picked up. I wish them luck!! Patrick Warbarton was in the theater for the viewing. He was very nice."
"1328_0.txt",14,"`Vengo is a call, a song, a hymn to life, to love, to mourning, to blood money. A hymn to the Mediterranean spirit.' Tony Gatlif.<br /><br />Well with this been said, I don't think I have very much more to add. It's everything what the director said. I never really liked musical movies, I am like most people. And I must admit that as well as me others missed out on great movies.<br /><br />I have worked for a long time in a video store and I saw that many musical movies were put aside. It doesn't mean that musicals are by definition good, but it's like our system block them automatically away and we won't watch them. Why? I don't know. Because of our childhood? Does our body protest thanks to movies like Sound of music and Mary Poppins and etc.<br /><br />Could be. Even Dancer in the dark didn't do well in the video store. From an instant when people heard that some people sing in it they left it behind and didn't wanted too see it although it was directed by Lars Von Trier.<br /><br />But those who did see it thought it was great! Well, it is the same with this movie, those who saw it thought it was great, those who heard people sang in it, didn't even bother to turn their back and try out on something they always rejected and therefore missed something. I really liked Vengo and I enjoyed the music allot. And I didn't regret it for a second."
"24536_0.txt",15,"I was introduced to the ""X-Men"" as a kid in the 1990s when I started seeing episodes of the cartoon show. Later, I started playing an X-Men video game, and during my comic book phase, I do recall reading some X-Men ones. Since then, the comic book series has been one of several to get the live action movie treatment at some point within the past ten years or so. I didn't see too many films on the big screen back in 2000, so I didn't see this this first ""X-Men"" movie adaptation. I finally watched this about a year and a half after going to see its sequel, ""X2"", but I have now seen it more than once, and it is good.<br /><br />In the near future, many mutated humans exist. They are born with a special X-Factor gene, which gives each of them a certain superpower. Unfortunately, these mutants are generally feared by the rest of humanity, even though many of them mean no harm. In the X-Mansion, where many good mutants live, Professor Charles Xavier runs a school for students with the special X-Factor gene, where they learn how to use their gifts wisely. Xavier dreams of a society where mutants can live with the rest of humanity in peace. However, another mutant named Eric Lensherr (a.k.a. Magneto), who was once Xavier's friend, has different plans. He has a machine that can convert non-mutated humans, and he plans to speed up the process of human evolution with it! For some reason, one unbeknownst to anyone in the X-Mansion, Magneto and his evil mutants are after either Logan or Rogue, two recent arrivals at the mansion! <br /><br />Comic book movies from recent years are generally not known to be flawless, so it's no surprise that ""X-Men"" has some fairly weak moments. After the first scene, which is set in 1944, and the story skips to the near future, where the rest of the movie takes place, the film gets pretty shaky, starting with Rogue in her room with her boyfriend, just before she discovers her powers. I would say the story really gets good around the part when Logan (a.k.a. Wolverine) first finds himself in the X-Mansion. After that, it doesn't stay completely steady for the rest of the film, but usually is pretty entertaining, with a decent amount of action and suspense, as well as good special effects, some intriguing futuristic sets, and occasional humour. I can't say TOO many of the cast performances here really stand out, but those of Patrick Stewart (as Xavier), Ian McKellen (as Magneto), and Hugh Jackman (as Wolverine) do. The script isn't perfect, but for the most part, it's better than the ""Hulk"" and ""Catwoman"" scripts (two very disappointing comic book movies), that's for sure. Here, there's a mixture of strong and weak dialogue and acting.<br /><br />So, overall, this first ""X-Men"" movie does have its cheesy moments, but that certainly doesn't mean it has no entertainment value. Now, some people strongly dislike these recent comic book movie blockbusters in general, and if you're one of them, I'm sure saying that this one has its cheesy moments is a gross understatement to you, if you've seen it. However, if you don't like this kind of movie, it's simple, don't watch it. For those whose interest is often captured by comic book movies like this, there may be some films of this kind which are best to avoid, most notably the more poorly received ones, but ""X-Men"" certainly isn't one of those, even if it's not the best adaptation of a comic book series ever made."
"6434_0.txt",16,"IN THE VALLEY OF ELAH you feel the anguish, the anger and the pain of what this dreadful war in Iraq has done to American families and our soldiers. ELAH is a powerful film from the brilliant Director Paul Haggis that drives home on the screen in a magnificent performance from Tommy Lee Jones the fear a father may have in the loss of his son and how this war is being played out in the small towns of America where a family wonders if a man, or woman, might return home safe, or in a body bag. Charlize Theron and Susan Sarandon with a solid cast bring home the horror of Iraq in a film that is today's war in the Middle East. I can only hope that at Kudo time this well directed and written film will find itself on the list of nominated films. Bravo Paul Haggis for giving us another film to root for as we did with CRASH."
"26797_0.txt",17,"Having fought heroically in World War I, Gen. Billy Mitchell (Gary Cooper) tried to get his superiors to establish an Air Force. When they refused, he disobeyed orders and was sent to Fort Sam Houston, demoted to the rank of colonel. After there are two fatal crashes in which the planes were not properly equipped, Mitchell denounces his superiors and is put on trial for insubordination. While the prosecution tries to prove that he made the statements, Mitchell does everything possible to show that the statements were justified.<br /><br />The movie seems to have even more relevance today, with the story about the Humvees in Iraq that lacked sufficient armor. The army brass could really use some advice from Billy Mitchell.<br /><br />As a side note, it was interesting seeing Elizabeth Montgomery (as the widow of Mitchell's friend who gets killed in one of the crashes) before she starred on ""Bewitched""."
"48988_0.txt",18,"The Laughing Dead is an incredibly cheesy low budget film without any value. It handles about a bus-load of social misfits (guided by a priest who lost his faith and impregnated a foxy nun) on a sightseeing tour around Aztec ruins in Mexico. There, they're awaited by a bunch of demons, zombies and mad-raving creatures in order to kill them during the 'Death Festival'. The first 45 minutes of 'The Laughing Dead' is very tedious viewing since they're presenting us a character drawing nobody really cares about. The priest and the nun are re-united and he learns he's the father of a bratty kid. There's no intrigue and the acting is very lame so the first half is very tough to sit through. After that, The Laughing Dead turns into a joyful splatter movie with cheesy make-up effects and a repulsive amount of blood. People's heads are chopped off (and used as a basketball), buses drive over torsos and one poor bastards even has his own arm shoved down his throat!! The film is bad and extremely amateurish, but there's a market for this kind of crap. So, if you're in to gory nonsense you can check this one out."
"26226_0.txt",19,"Swimming Pool contained good symbolism, acting, and especially great cinematography. The movie was really too slow for me for the first 70 mintues, however, and I kept wondering, what is the point of painting us a pictures of this dour and unhappy author's interactions with a lustful irresponsible bratty young woman? Although I admired the character portrayal and felt the movie visually artistic and even brilliant at times, I was not emotionally invested in Sarah Morton enough nor in Julie's to care. However, the ending changed all of that.<br /><br />*** SPOILERS BELOW!***<br /><br />The twist at the end reminded me of Fight Club and and Sixth Sense, where all of a sudden the viewer realizes he percieved everything through the wrong lens. When the twist reveals that the Julie we've seen never existed, all of a sudden everything in the story takes a deeper meaning and we can appreciate all the time it took to create a detailed character study of Sarah Morton.<br /><br />I really enjoyed how literate this movie was, the symbolism very well constructed. It's funny how people either critisize or praise all the nudity and sexuality common in European film, however here nudity and sexuality were intrinsically necessary because they were such a crucial component underlying the mechanics of Sarah Morton's personality. She was so repressed! I really liked how Julie's appetite for sex, rich food, and swimming in the ""dirty"" pool was a mirror for just how badly Sarah lacked all of these things. I especially loved the scenes where Sarah eats yogurt and wheat germ. Here we have a woman, who although she is super wealthy and can afford any type of food, instead chooses to deprieve herself of such a basic source of pleasure as eating appetizing food.<br /><br />It is a nice contradiction that Sarah is very wealthy on the outside yet starving (for good food, sexuality, a zest for living, creativity) on the inside. This movie further gives evidence to the fact that fame and wealth are not a guarantee of genuine happiness in life.<br /><br />The ending to this film made it all worthwhile, however and it is very exciting when we feel we need a 2nd viewing of a movie to really absorb it all. I will watch it again and who knows? I might not find the first 70 minutes too slow after all.<br /><br />"
"35088_0.txt",20,"A Roger Corman quickly produced cheapie that wears its influences proudly, as many elements (character descriptions to lifted sequence ideas) just reek of Ridley Scott's 1979 feature ''Alien''. However this systematic fodder remains enjoyable (for most part, despite its often lumpy pacing) on a very b-grade level, as it doesn't pretend to be anything else than cheap, exploitative fun. Instead of being set in space like that classic, the action takes place in a post-apocalyptic setting due to a chemically induced plague wiping out the majority of the earth's population. Nevertheless a small bunch of scientists are holding up in an underground laboratory in the bone-dry desert, but their existence is soon threatened by genetic mutations known as gargoyles. These beasties are quite randy too, because at nearly every opportunity they go out of their way to impregnate the women. What the story lacks in imagination (as it does draw upon a predictable amalgam) and coherence, it makes up for in durable performances (a likable Andrew Stevens, George Kennedy, John Lafayette, Starr Andreeff and Terri Treas all keeping it straight) and gruesomely tacky splatter (even though it doesn't have much impact in engineering the deaths and tawdry jolts). Being rough and crude, it's kind of similar in style / budget to the likes of ''Creepazoids'' and ""Parasite"". The creatures are kept off screen during the first half, to only be heard and getting some POV shots. Nonetheless we do get to see them, and it's a fair looking monster design of a man in a rubber suit. Everything looks low-rent, which is cemented by its compact setting and stuffily framed direction but still lingering within is a grim atmosphere. The music score tagged to the project isn't too bad either, being high-strung but ominously pitched. Mechanically uninspired, but gruellingly cheesy entertainment."
"5632_0.txt",21,"Highly fictional movie about the love affair between Clark Gable (James Brolin) and Carole Lombard (Jill Clayburgh). It chronicles how they first meet and hate each other but eventually fall in love. The problem is Gable's first wife won't give him a divorce and their studios are threatening to drop them.<br /><br />There are so many factual errors here it's pointless to try and discuss them all. The biggest one for me was the portrayal of Louis B. Mayer (badly played by Allen Garfield) as a kindly man. He was loud and obnoxious and treated the actors like dirt. Here he comes across as a nice gentle father figure which is wildly inaccurate. Still if you just accept this as a fictional tale it's not too bad. It's pretty obvious they spent a lot of money on this--there's some truly beautiful sets and clothes. Also the script isn't too bad. It mostly consists of Brolin and Clayburgh screaming and arguing with each other or hopping into bed...but it still works.<br /><br />Brolin is VERY convincing as Gable. He looks like him and sounds like him. Also, from what I've heard, he pretty much gave an accurate portrayal of Gable as he really was. Clayburgh looks nothing like Lombard but her acting is excellent and she does show Lombard as she actually was--strong, funny and independent. Also Red Buttons is excellent as a studio publicist. Beautiful music score too.<br /><br />There are a few problems. The movie is way too long--it's 131 minutes and should have been shorter. Also there's a truly tacky sequence involving a ""c**k soc"" that should have been eliminated. But, as a fictional tale, this is pretty good. R rated for swearing and very frank sexual talk."
"48519_0.txt",22,"I have seen A LOT of bad movies. I watch them on a regular basis and even some of the really bad ones, I can get through-ones that Mystery Sceince Theater 3000 wouldn't even touch. This is bar none the worst ""movie"" ever made. I use the term movie loosely in this case because it is more like a group of friends that got together and made a video, but sure enough it has some Troma in it. Even if you like the mindless Troma stuff, this one will make you wince in pain. It IS that bad!! The cover has Lilith Stabs on it (a hot goth/punk type girl of Bad Movie Police fame) in a little outfit with a huge gun. Very misleading. She is NOT in the movie and there are no gun toting babes gunning down zombies. Instead you get to watch an ugly chick with a chocolate stained face annoy the hell out of you with over eccentric bad acting and lisp. The imitation Cosby/Don King character-Bonejack-is something you would laugh at if it were your friend, otherwise it is just lame. The filmmakers felt free to make plenty of inside jokes (the reappearing ice cream poster in tons of shots) without letting the audience in on their little jokes. If this can truly be called a movie versus just a video that some idiots threw together, then yes. This is THE worst movie I have ever seen. It even beats out the Tempe classics such as Humanoids from Atlantis and Robot Ninja. At least with James L Edwards you know what you are getting into. I wonder how many suckers fell for the false advertising on the box cover. Well live and learn the old ""You can't judge a book by its cover"". Well Mulva didn't kick any zombie ass-but this movie sure kicked mine."
"40852_0.txt",23,"This was the worst damn movie I've ever seen! So I gave it a 2. It was funny, not because of the dialouge, but the dinosaur. It's so awful all the way through. The film at the begining looks it could be used in a travel video. They use 1985 stock footage of helicopters and raids that have the date and time in the top corner too. The dinosaur on the otherhand is the best part. When he takes to the pot from the helicopter all you see is a big green crudley made glove come up and grab at some green stuff in a toy net. IT'S AWESOME! If you're a fan of these horribly bad movies then this a treat, but good luck finding it. I'd feel sorry for you if actually did come across it. so so so so sorry oh yea, ""trog""<br /><br />"
"39893_0.txt",24,"As incredible as it seems, the only one of the ""Beverly Hills Cop"" trilogy I'd seen before the other night was the second one which I've seen more times than I'd care to admit. The original has completely passed me by but if it's as bad as this one then I think I'll give it a miss. If ever a film typified the Eighties and the flash-bang appeal of producers Don Simpson and Jerry Bruckheimer then, for me anyway, ""Beverly Hills Cop 2"" is it but this tired addition to the series has none of the charm or style of the early films. Only Eddie Murphy and Judge ""Will Work For Food"" Reinhold were daft enough to sell their souls for the sake of this disappointing drudgery.<br /><br />Murphy returns as Detroit maverick Axel Foley, who is on the trail on the man who gunned his boss down. After a raid on a chop shop ends in the death of Inspector Todd (Gil Hill), a distraught Foley chases the perps to Beverly Hills following his only lead to the distinctly Disney-ish Wonder World theme park. Teaming up once again with his old buddy Rosewood (Reinhold) and his new partner (Hector Elizondo), they track down a group of security guards at the park led by the popular Ellis De Wald (Timothy Carhart). De Wald secretly leads a complex money printing scheme within the park and Foley, still seeking revenge for Tood's death, defies the wishes of the FBI and goes after him in his own, unique way.<br /><br />Depending on how much you like Eddie Murphy's wide-mouthed shouting and screaming, there isn't a great deal to like about ""Beverly Hills Cop 3"". Murphy feels out-of-sorts while Reinhold still has the wide-eyed look of someone who is surprised that they're acting in a film at all. The comedy, when it comes, is forced and weak - the bizarre reappearance of the hideously annoying Serge (Bronson Pinchot) signals the sheer desperation of the writers. The plot is so weak that it's difficult to imagine how they sustained it for as long as they did. Remember how Foley tackled heavily armed and highly professional bank robbers in the second film? Here, he faces disgruntled security guards at a theme park. The life and joy of the earlier films is replaced with a lethargic laziness in all areas - acting, story, action, even the predictable romance with the park attendant (Theresa Randle) feels tacked on at the last minute. Throw in some pointless cameos - the most noticeable and enjoyable by George Lucas - and the whole thing feels as fake and tasteless as plastic fruit.<br /><br />Murphy has displayed an erratic choice of movies throughout his career but this is one of the worst. All it does is make you wish you were watching the earlier films or maybe something like ""Bad Boys"". Whereas ""Bad Boys"" is the true successor to the earlier ""Beverly Hills Cop"" films due to its heavily stylish look and comedic approach to the cop genre, this is tired and rehashed filler. Even the classic synthesiser theme music has been mangled, which shouldn't be surprising but it is disappointing. It feels as if it wants to be a restart for the series but it proves to be the death-knell. It badly misses the attention of producers Simpson & Bruckheimer and even Murphy looks like he's not that bothered. Basically, don't even think about watching this unless you wish to watch the whole series in one sitting. But quite frankly, why would you?"
"1442_0.txt",25,"This is one of those excellent short subject films that doesn't seem like either TV episode or someone attempting to get investors to expand it to feature length. It's a very simple, straightforward narrative brought to soul-stirring life by the gifted director. Ignore comments from those who seem too jaded to appreciate this little gem of a film. And at less than 30 minutes what do you have to loose just to check it out.<br /><br />In fact the reason I am writing this at all is because I wondered what he had done since (I saw this years ago) and found to my shock and dismay no one has given him a project.<br /><br />It is included on the DVD for the now defunct Film-Fest DVD series, Issue 3 (along with some other good shorts)"
